"Time","{application=""FEEDSERVICE"", method=""GET"", uri=""/feeds/{userId}""}","{application=""GATEWAY"", method=""GET"", uri=""UNKNOWN""}","{application=""GATEWAY"", method=""POST"", uri=""UNKNOWN""}","{application=""GATEWAY"", method=""PUT"", uri=""NOT_FOUND""}","{application=""GATEWAY"", method=""PUT"", uri=""UNKNOWN""}","{application=""NOTIFICATIONSERVICE"", method=""GET"", uri=""/notifications""}","{application=""NOTIFICATIONSERVICE"", method=""POST"", uri=""/notifications/count""}","{application=""NOTIFICATIONSERVICE"", method=""POST"", uri=""/notifications/{id}""}","{application=""POSTSERVICE"", method=""GET"", uri=""/categories""}","{application=""POSTSERVICE"", method=""GET"", uri=""/posts""}","{application=""POSTSERVICE"", method=""GET"", uri=""/posts/{id}""}","{application=""POSTSERVICE"", method=""GET"", uri=""/posts/{id}/image""}","{application=""POSTSERVICE"", method=""POST"", uri=""/posts""}","{application=""POSTSERVICE"", method=""POST"", uri=""/posts/{id}/comments""}","{application=""POSTSERVICE"", method=""POST"", uri=""/posts/{id}/like""}","{application=""USERSERVICE"", method=""GET"", uri=""/users/{id}""}","{application=""USERSERVICE"", method=""GET"", uri=""/users/{id}/followers""}","{application=""USERSERVICE"", method=""POST"", uri=""/error""}","{application=""USERSERVICE"", method=""POST"", uri=""/users""}","{application=""USERSERVICE"", method=""POST"", uri=""/users/search""}","{application=""USERSERVICE"", method=""PUT"", uri=""/error""}","{application=""USERSERVICE"", method=""PUT"", uri=""/users/{id}""}","{application=""USERSERVICE"", method=""PUT"", uri=""/users/{id}/follow""}"
2024-08-10 18:19:15,33.4 ms,28.1 ms,40.7 ms,NaN,22.9 ms,29.3 ms,29.2 ms,23.3 ms,3.48 ms,30.5 ms,3.99 ms,9.43 ms,74.5 ms,56.9 ms,46.8 ms,3.24 ms,71.0 ms,3.60 ms,15.9 ms,19.2 ms,5.01 ms,18.1 ms,21.4 ms
2024-08-10 18:19:20,33.4 ms,28.0 ms,40.6 ms,NaN,22.9 ms,29.3 ms,29.1 ms,23.2 ms,3.46 ms,30.4 ms,3.98 ms,9.42 ms,74.8 ms,56.6 ms,46.8 ms,3.24 ms,71.0 ms,3.60 ms,15.9 ms,19.2 ms,5.01 ms,18.1 ms,21.4 ms
2024-08-10 18:19:25,33.5 ms,28.1 ms,40.6 ms,NaN,22.9 ms,29.2 ms,29.1 ms,23.1 ms,3.44 ms,30.6 ms,3.98 ms,9.36 ms,74.6 ms,56.5 ms,46.8 ms,3.21 ms,71.0 ms,3.61 ms,15.8 ms,19.2 ms,5.02 ms,17.9 ms,21.4 ms
2024-08-10 18:19:30,34.0 ms,28.1 ms,40.6 ms,NaN,22.9 ms,29.2 ms,29.1 ms,23.1 ms,3.44 ms,30.6 ms,3.98 ms,9.36 ms,74.6 ms,56.5 ms,46.8 ms,3.21 ms,71.1 ms,3.64 ms,15.9 ms,19.2 ms,5.01 ms,17.9 ms,21.3 ms
2024-08-10 18:19:35,34.0 ms,28.4 ms,40.6 ms,NaN,22.8 ms,29.4 ms,29.3 ms,23.1 ms,3.46 ms,30.9 ms,3.99 ms,9.42 ms,74.5 ms,56.6 ms,46.9 ms,3.21 ms,71.1 ms,3.64 ms,15.9 ms,19.2 ms,5.01 ms,17.9 ms,21.3 ms
2024-08-10 18:19:40,35.0 ms,28.7 ms,40.8 ms,NaN,22.7 ms,29.5 ms,29.3 ms,23.1 ms,3.48 ms,31.1 ms,4.00 ms,9.41 ms,74.9 ms,57.2 ms,46.9 ms,3.23 ms,71.4 ms,3.67 ms,15.9 ms,19.4 ms,5.04 ms,17.8 ms,21.3 ms
2024-08-10 18:19:45,35.0 ms,28.7 ms,40.8 ms,NaN,22.7 ms,29.5 ms,29.3 ms,23.1 ms,3.48 ms,31.1 ms,4.00 ms,9.41 ms,74.9 ms,57.2 ms,46.9 ms,3.23 ms,71.7 ms,3.71 ms,15.9 ms,19.5 ms,5.01 ms,17.7 ms,21.2 ms
2024-08-10 18:19:50,35.0 ms,28.9 ms,40.9 ms,NaN,22.7 ms,29.6 ms,29.4 ms,23.0 ms,3.47 ms,31.2 ms,4.00 ms,9.38 ms,75.2 ms,57.5 ms,46.9 ms,3.23 ms,71.7 ms,3.71 ms,15.9 ms,19.5 ms,5.01 ms,17.7 ms,21.2 ms
2024-08-10 18:19:55,35.4 ms,28.9 ms,40.8 ms,NaN,22.7 ms,29.7 ms,29.4 ms,22.9 ms,3.46 ms,31.3 ms,4.02 ms,9.44 ms,75.3 ms,57.9 ms,46.9 ms,3.24 ms,71.6 ms,3.73 ms,15.9 ms,19.6 ms,5.00 ms,17.7 ms,21.2 ms
2024-08-10 18:20:00,35.4 ms,28.9 ms,40.8 ms,NaN,22.7 ms,29.7 ms,29.4 ms,22.9 ms,3.46 ms,31.3 ms,4.02 ms,9.44 ms,75.3 ms,57.9 ms,46.9 ms,3.24 ms,71.4 ms,3.71 ms,15.9 ms,19.7 ms,4.97 ms,17.6 ms,21.2 ms
2024-08-10 18:20:05,35.4 ms,29.0 ms,41.0 ms,NaN,22.7 ms,29.8 ms,29.5 ms,22.7 ms,3.43 ms,31.5 ms,4.04 ms,9.39 ms,75.2 ms,58.0 ms,47.0 ms,3.24 ms,71.4 ms,3.71 ms,15.9 ms,19.7 ms,4.97 ms,17.6 ms,21.2 ms
2024-08-10 18:20:10,35.3 ms,28.9 ms,41.1 ms,NaN,22.7 ms,29.8 ms,29.6 ms,23.1 ms,3.45 ms,31.7 ms,4.04 ms,9.36 ms,75.4 ms,57.8 ms,47.3 ms,3.24 ms,71.1 ms,3.69 ms,16.0 ms,19.7 ms,4.96 ms,17.6 ms,21.2 ms
2024-08-10 18:20:15,35.1 ms,28.9 ms,41.1 ms,NaN,22.7 ms,29.8 ms,29.6 ms,23.1 ms,3.45 ms,31.7 ms,4.04 ms,9.36 ms,75.4 ms,57.8 ms,47.3 ms,3.25 ms,70.9 ms,3.67 ms,16.0 ms,19.8 ms,5.00 ms,17.6 ms,21.2 ms
2024-08-10 18:20:20,35.1 ms,28.8 ms,41.0 ms,NaN,22.6 ms,29.8 ms,29.7 ms,23.0 ms,3.40 ms,31.5 ms,4.03 ms,9.26 ms,75.3 ms,57.9 ms,47.3 ms,3.25 ms,70.9 ms,3.67 ms,16.0 ms,19.8 ms,5.00 ms,17.6 ms,21.2 ms
2024-08-10 18:20:25,34.9 ms,28.7 ms,41.0 ms,NaN,22.5 ms,29.9 ms,29.8 ms,23.2 ms,3.38 ms,31.8 ms,4.02 ms,9.19 ms,75.3 ms,57.7 ms,47.3 ms,3.24 ms,70.9 ms,3.66 ms,15.8 ms,19.5 ms,4.98 ms,17.5 ms,21.1 ms
2024-08-10 18:20:30,35.3 ms,28.7 ms,41.0 ms,NaN,22.5 ms,29.9 ms,29.8 ms,23.2 ms,3.38 ms,31.8 ms,4.02 ms,9.19 ms,75.3 ms,57.7 ms,47.3 ms,3.22 ms,70.8 ms,3.65 ms,15.8 ms,19.5 ms,4.96 ms,17.4 ms,21.0 ms
2024-08-10 18:20:35,35.3 ms,29.0 ms,41.0 ms,NaN,22.5 ms,29.8 ms,29.8 ms,23.1 ms,3.37 ms,32.0 ms,3.95 ms,9.11 ms,74.7 ms,57.7 ms,47.4 ms,3.22 ms,70.8 ms,3.65 ms,15.8 ms,19.5 ms,4.96 ms,17.4 ms,21.0 ms
2024-08-10 18:20:40,35.7 ms,29.0 ms,40.9 ms,NaN,22.4 ms,29.8 ms,29.9 ms,22.9 ms,3.35 ms,31.8 ms,3.96 ms,9.00 ms,74.8 ms,57.2 ms,47.4 ms,3.22 ms,70.7 ms,3.62 ms,15.8 ms,19.5 ms,4.95 ms,17.5 ms,21.0 ms
2024-08-10 18:20:45,35.7 ms,29.0 ms,40.9 ms,NaN,22.4 ms,29.8 ms,29.9 ms,22.9 ms,3.35 ms,31.8 ms,3.96 ms,9.00 ms,74.8 ms,57.2 ms,47.4 ms,3.21 ms,70.6 ms,3.61 ms,15.7 ms,19.5 ms,4.97 ms,17.5 ms,21.0 ms
2024-08-10 18:20:50,35.7 ms,29.0 ms,40.9 ms,NaN,22.4 ms,29.9 ms,30.2 ms,22.5 ms,3.34 ms,32.1 ms,3.98 ms,8.95 ms,75.0 ms,57.4 ms,47.3 ms,3.21 ms,70.6 ms,3.61 ms,15.7 ms,19.5 ms,4.97 ms,17.5 ms,21.0 ms
2024-08-10 18:20:55,35.6 ms,29.0 ms,40.8 ms,NaN,22.4 ms,30.2 ms,30.3 ms,22.5 ms,3.33 ms,32.4 ms,3.96 ms,8.96 ms,74.6 ms,57.2 ms,47.1 ms,3.18 ms,70.7 ms,3.55 ms,15.6 ms,19.5 ms,4.87 ms,17.4 ms,20.9 ms
2024-08-10 18:21:00,35.7 ms,29.0 ms,40.8 ms,NaN,22.4 ms,30.2 ms,30.3 ms,22.5 ms,3.33 ms,32.4 ms,3.96 ms,8.96 ms,74.6 ms,57.2 ms,47.1 ms,3.19 ms,70.8 ms,3.44 ms,15.6 ms,19.6 ms,4.85 ms,17.5 ms,20.9 ms
2024-08-10 18:21:05,35.7 ms,29.1 ms,40.7 ms,NaN,22.3 ms,30.3 ms,30.3 ms,22.5 ms,3.31 ms,32.4 ms,3.95 ms,8.87 ms,73.4 ms,56.6 ms,46.7 ms,3.19 ms,70.8 ms,3.44 ms,15.6 ms,19.6 ms,4.85 ms,17.5 ms,20.9 ms
2024-08-10 18:21:10,35.7 ms,29.0 ms,40.6 ms,NaN,22.3 ms,30.3 ms,30.2 ms,22.3 ms,3.30 ms,32.2 ms,3.91 ms,8.83 ms,73.2 ms,56.7 ms,46.5 ms,3.17 ms,71.0 ms,3.38 ms,15.6 ms,19.6 ms,4.82 ms,17.4 ms,20.8 ms
2024-08-10 18:21:15,35.7 ms,29.0 ms,40.6 ms,NaN,22.3 ms,30.3 ms,30.2 ms,22.3 ms,3.30 ms,32.2 ms,3.91 ms,8.83 ms,73.2 ms,56.7 ms,46.5 ms,3.16 ms,71.0 ms,3.35 ms,15.6 ms,19.7 ms,4.84 ms,17.3 ms,20.7 ms
2024-08-10 18:21:20,35.7 ms,28.9 ms,40.5 ms,NaN,22.2 ms,30.3 ms,30.1 ms,22.3 ms,3.28 ms,32.2 ms,3.90 ms,8.81 ms,73.5 ms,57.5 ms,46.5 ms,3.16 ms,71.0 ms,3.35 ms,15.6 ms,19.7 ms,4.84 ms,17.3 ms,20.7 ms
2024-08-10 18:21:25,35.6 ms,29.0 ms,40.6 ms,NaN,22.3 ms,30.3 ms,30.1 ms,22.3 ms,3.26 ms,32.2 ms,3.89 ms,8.83 ms,73.4 ms,58.7 ms,46.7 ms,3.15 ms,70.9 ms,3.31 ms,15.7 ms,19.6 ms,4.85 ms,17.4 ms,20.7 ms
2024-08-10 18:21:30,35.8 ms,29.0 ms,40.6 ms,NaN,22.3 ms,30.3 ms,30.1 ms,22.3 ms,3.26 ms,32.2 ms,3.89 ms,8.83 ms,73.4 ms,58.7 ms,46.7 ms,3.14 ms,71.1 ms,3.32 ms,15.8 ms,19.6 ms,4.82 ms,17.5 ms,20.8 ms
2024-08-10 18:21:35,35.8 ms,29.1 ms,40.4 ms,NaN,22.3 ms,30.4 ms,30.1 ms,22.2 ms,3.25 ms,32.3 ms,3.88 ms,8.83 ms,72.5 ms,57.8 ms,46.3 ms,3.14 ms,71.1 ms,3.32 ms,15.8 ms,19.6 ms,4.82 ms,17.5 ms,20.8 ms
2024-08-10 18:21:40,36.4 ms,29.2 ms,40.3 ms,NaN,22.1 ms,30.4 ms,30.1 ms,22.0 ms,3.25 ms,32.5 ms,3.73 ms,8.79 ms,72.0 ms,57.9 ms,45.9 ms,3.10 ms,71.2 ms,3.30 ms,15.6 ms,19.4 ms,4.77 ms,17.3 ms,20.7 ms
2024-08-10 18:21:45,36.6 ms,29.2 ms,40.3 ms,NaN,22.1 ms,30.4 ms,30.1 ms,22.0 ms,3.25 ms,32.5 ms,3.73 ms,8.79 ms,72.0 ms,57.9 ms,45.9 ms,3.09 ms,71.3 ms,3.27 ms,15.5 ms,19.3 ms,4.69 ms,17.4 ms,20.6 ms
2024-08-10 18:21:50,36.6 ms,29.4 ms,40.6 ms,NaN,22.1 ms,30.4 ms,30.1 ms,22.0 ms,3.26 ms,32.7 ms,3.72 ms,8.75 ms,72.9 ms,58.6 ms,45.9 ms,3.09 ms,71.3 ms,3.27 ms,15.5 ms,19.3 ms,4.69 ms,17.4 ms,20.6 ms
2024-08-10 18:21:55,36.6 ms,29.5 ms,40.7 ms,NaN,22.1 ms,30.3 ms,30.1 ms,22.3 ms,3.37 ms,32.8 ms,3.79 ms,9.07 ms,73.7 ms,59.5 ms,46.4 ms,3.07 ms,71.4 ms,3.27 ms,15.3 ms,19.3 ms,4.69 ms,17.5 ms,20.6 ms
2024-08-10 18:22:00,36.7 ms,29.5 ms,40.7 ms,NaN,22.1 ms,30.3 ms,30.1 ms,22.3 ms,3.38 ms,32.8 ms,3.80 ms,9.12 ms,73.8 ms,59.6 ms,46.5 ms,3.06 ms,71.8 ms,3.27 ms,15.3 ms,19.3 ms,4.68 ms,17.6 ms,20.6 ms
2024-08-10 18:22:05,36.7 ms,29.4 ms,40.5 ms,NaN,22.1 ms,30.2 ms,30.0 ms,22.2 ms,3.39 ms,32.8 ms,3.82 ms,9.03 ms,74.5 ms,59.9 ms,46.4 ms,3.06 ms,71.8 ms,3.27 ms,15.3 ms,19.3 ms,4.68 ms,17.6 ms,20.6 ms
2024-08-10 18:22:10,36.7 ms,29.4 ms,40.4 ms,NaN,22.0 ms,30.1 ms,29.9 ms,22.6 ms,3.38 ms,32.8 ms,3.80 ms,8.98 ms,74.4 ms,59.5 ms,46.2 ms,3.02 ms,71.7 ms,3.28 ms,15.3 ms,19.4 ms,4.63 ms,17.5 ms,20.5 ms
2024-08-10 18:22:15,36.5 ms,29.4 ms,40.4 ms,NaN,22.0 ms,30.1 ms,29.9 ms,22.6 ms,3.40 ms,32.8 ms,3.81 ms,9.02 ms,74.4 ms,59.7 ms,46.2 ms,3.03 ms,71.5 ms,3.26 ms,15.2 ms,19.4 ms,4.57 ms,17.4 ms,20.5 ms
2024-08-10 18:22:20,36.5 ms,29.3 ms,40.3 ms,6.07 ms,22.1 ms,30.1 ms,29.9 ms,22.4 ms,3.40 ms,32.8 ms,3.80 ms,9.08 ms,73.9 ms,59.5 ms,46.4 ms,3.03 ms,71.5 ms,3.26 ms,15.2 ms,19.4 ms,4.57 ms,17.4 ms,20.5 ms
2024-08-10 18:22:25,36.1 ms,29.2 ms,40.4 ms,6.07 ms,22.1 ms,30.2 ms,29.8 ms,22.4 ms,3.39 ms,32.8 ms,3.85 ms,9.10 ms,74.1 ms,59.5 ms,46.7 ms,3.00 ms,71.9 ms,3.27 ms,15.2 ms,19.3 ms,4.41 ms,17.4 ms,20.5 ms
2024-08-10 18:22:30,36.2 ms,29.2 ms,40.4 ms,6.07 ms,22.1 ms,30.2 ms,29.8 ms,22.4 ms,3.40 ms,32.8 ms,3.87 ms,9.14 ms,74.2 ms,59.6 ms,46.8 ms,3.01 ms,72.3 ms,3.28 ms,15.2 ms,19.4 ms,4.37 ms,17.4 ms,20.6 ms
2024-08-10 18:22:35,36.2 ms,29.3 ms,40.5 ms,6.07 ms,22.1 ms,30.0 ms,29.6 ms,22.4 ms,3.41 ms,32.9 ms,3.89 ms,9.23 ms,74.2 ms,59.8 ms,46.8 ms,3.01 ms,72.3 ms,3.28 ms,15.2 ms,19.4 ms,4.37 ms,17.4 ms,20.6 ms
2024-08-10 18:22:40,36.5 ms,29.5 ms,40.4 ms,6.07 ms,22.1 ms,29.9 ms,29.5 ms,22.2 ms,3.42 ms,33.0 ms,3.91 ms,9.19 ms,74.0 ms,59.9 ms,46.5 ms,2.98 ms,72.9 ms,3.25 ms,15.1 ms,19.4 ms,4.27 ms,17.4 ms,20.6 ms
2024-08-10 18:22:45,36.6 ms,29.5 ms,40.4 ms,6.07 ms,22.1 ms,29.9 ms,29.5 ms,22.2 ms,3.43 ms,33.0 ms,3.92 ms,9.23 ms,74.1 ms,60.0 ms,46.6 ms,2.97 ms,73.2 ms,3.26 ms,15.1 ms,19.3 ms,4.21 ms,17.4 ms,20.6 ms
2024-08-10 18:22:50,36.6 ms,29.5 ms,40.1 ms,6.07 ms,22.0 ms,30.0 ms,29.5 ms,22.0 ms,3.45 ms,33.2 ms,3.93 ms,9.22 ms,74.4 ms,59.9 ms,46.3 ms,2.97 ms,73.2 ms,3.26 ms,15.1 ms,19.3 ms,4.21 ms,17.4 ms,20.6 ms
2024-08-10 18:22:55,36.7 ms,29.6 ms,40.3 ms,6.07 ms,22.0 ms,30.1 ms,29.4 ms,22.3 ms,3.47 ms,33.0 ms,3.94 ms,9.23 ms,74.4 ms,59.6 ms,46.4 ms,2.99 ms,73.8 ms,3.31 ms,15.3 ms,19.6 ms,4.19 ms,17.4 ms,20.6 ms
2024-08-10 18:23:00,36.9 ms,29.6 ms,40.3 ms,6.07 ms,22.0 ms,30.1 ms,29.4 ms,22.3 ms,3.48 ms,33.0 ms,3.95 ms,9.27 ms,74.4 ms,59.7 ms,46.4 ms,2.99 ms,74.3 ms,3.30 ms,15.3 ms,19.7 ms,4.22 ms,17.4 ms,20.7 ms
2024-08-10 18:23:05,36.9 ms,29.8 ms,40.6 ms,6.07 ms,22.1 ms,30.1 ms,29.3 ms,22.3 ms,3.59 ms,32.9 ms,4.01 ms,9.54 ms,74.8 ms,59.9 ms,46.7 ms,2.99 ms,74.3 ms,3.30 ms,15.3 ms,19.7 ms,4.22 ms,17.4 ms,20.7 ms
2024-08-10 18:23:10,36.9 ms,29.8 ms,40.5 ms,6.07 ms,21.9 ms,30.0 ms,29.2 ms,22.2 ms,3.59 ms,33.0 ms,4.08 ms,9.59 ms,74.8 ms,60.1 ms,46.8 ms,2.96 ms,74.6 ms,3.27 ms,15.2 ms,19.5 ms,4.15 ms,17.3 ms,20.5 ms
2024-08-10 18:23:15,36.4 ms,29.8 ms,40.5 ms,6.07 ms,21.9 ms,30.0 ms,29.2 ms,22.2 ms,3.60 ms,33.0 ms,4.11 ms,9.64 ms,74.9 ms,60.1 ms,46.9 ms,2.90 ms,74.8 ms,3.28 ms,14.8 ms,19.3 ms,4.13 ms,17.1 ms,20.4 ms
2024-08-10 18:23:20,36.4 ms,29.5 ms,39.7 ms,6.07 ms,21.8 ms,29.9 ms,29.0 ms,21.4 ms,3.37 ms,32.7 ms,4.01 ms,9.47 ms,72.5 ms,58.4 ms,45.1 ms,2.90 ms,74.8 ms,3.28 ms,14.8 ms,19.3 ms,4.13 ms,17.1 ms,20.4 ms
2024-08-10 18:23:25,35.4 ms,29.1 ms,38.9 ms,6.07 ms,21.7 ms,29.7 ms,28.9 ms,21.2 ms,3.33 ms,32.6 ms,3.95 ms,9.40 ms,70.6 ms,56.8 ms,44.0 ms,2.87 ms,75.3 ms,3.28 ms,14.7 ms,19.1 ms,4.16 ms,16.9 ms,20.4 ms
2024-08-10 18:23:30,35.7 ms,29.1 ms,38.9 ms,6.07 ms,21.7 ms,29.7 ms,28.9 ms,21.2 ms,3.35 ms,32.6 ms,3.97 ms,9.44 ms,70.7 ms,56.9 ms,44.0 ms,2.86 ms,75.5 ms,3.27 ms,14.6 ms,19.1 ms,4.12 ms,16.9 ms,20.3 ms
2024-08-10 18:23:35,35.7 ms,29.4 ms,38.9 ms,6.07 ms,21.7 ms,29.9 ms,28.9 ms,21.4 ms,3.32 ms,32.6 ms,4.00 ms,9.34 ms,70.4 ms,56.9 ms,44.1 ms,2.86 ms,75.5 ms,3.27 ms,14.6 ms,19.1 ms,4.12 ms,16.9 ms,20.3 ms
2024-08-10 18:23:40,36.1 ms,29.5 ms,38.9 ms,6.07 ms,21.6 ms,29.9 ms,28.9 ms,21.3 ms,3.29 ms,32.7 ms,4.00 ms,9.43 ms,70.4 ms,57.1 ms,44.3 ms,2.83 ms,75.9 ms,3.28 ms,14.5 ms,19.0 ms,4.09 ms,16.8 ms,20.2 ms
2024-08-10 18:23:45,36.3 ms,29.5 ms,38.9 ms,6.07 ms,21.6 ms,29.9 ms,28.9 ms,21.3 ms,3.31 ms,32.8 ms,4.02 ms,9.46 ms,70.5 ms,57.2 ms,44.3 ms,2.84 ms,76.4 ms,3.26 ms,14.4 ms,19.0 ms,4.05 ms,16.7 ms,20.2 ms
2024-08-10 18:23:50,36.3 ms,29.6 ms,38.9 ms,6.07 ms,21.6 ms,29.8 ms,28.9 ms,21.3 ms,3.26 ms,32.9 ms,4.05 ms,9.50 ms,70.6 ms,57.6 ms,44.3 ms,2.84 ms,76.4 ms,3.26 ms,14.4 ms,19.0 ms,4.05 ms,16.7 ms,20.2 ms
2024-08-10 18:23:55,36.4 ms,29.7 ms,38.9 ms,6.07 ms,21.6 ms,29.9 ms,29.0 ms,21.2 ms,3.28 ms,32.9 ms,4.11 ms,9.55 ms,70.8 ms,57.7 ms,44.3 ms,2.85 ms,76.8 ms,3.26 ms,14.5 ms,19.1 ms,4.12 ms,16.7 ms,20.1 ms
2024-08-10 18:24:00,36.5 ms,29.7 ms,38.9 ms,6.07 ms,21.6 ms,29.9 ms,29.0 ms,21.2 ms,3.29 ms,32.9 ms,4.13 ms,9.58 ms,70.8 ms,57.8 ms,44.3 ms,2.86 ms,77.5 ms,3.26 ms,14.5 ms,19.1 ms,4.12 ms,16.8 ms,20.1 ms
2024-08-10 18:24:05,36.5 ms,29.8 ms,39.1 ms,6.07 ms,21.5 ms,29.9 ms,29.1 ms,21.2 ms,3.30 ms,33.2 ms,4.18 ms,9.52 ms,70.7 ms,58.2 ms,44.3 ms,2.86 ms,77.5 ms,3.26 ms,14.5 ms,19.1 ms,4.12 ms,16.8 ms,20.1 ms
2024-08-10 18:24:10,36.5 ms,29.8 ms,39.2 ms,6.07 ms,21.6 ms,30.1 ms,29.2 ms,21.2 ms,3.33 ms,33.1 ms,4.18 ms,9.67 ms,70.7 ms,57.5 ms,44.1 ms,2.84 ms,77.8 ms,3.24 ms,14.7 ms,19.0 ms,4.07 ms,17.0 ms,20.2 ms
2024-08-10 18:24:15,36.1 ms,29.8 ms,39.2 ms,6.07 ms,21.6 ms,30.1 ms,29.2 ms,21.2 ms,3.34 ms,33.1 ms,4.20 ms,9.70 ms,70.7 ms,57.5 ms,44.1 ms,2.90 ms,78.1 ms,3.24 ms,14.6 ms,19.0 ms,4.05 ms,17.4 ms,20.2 ms
2024-08-10 18:24:20,36.1 ms,29.8 ms,40.2 ms,6.07 ms,21.7 ms,30.2 ms,29.3 ms,22.1 ms,3.35 ms,33.0 ms,4.23 ms,9.70 ms,72.1 ms,58.8 ms,45.6 ms,2.90 ms,78.1 ms,3.24 ms,14.6 ms,19.0 ms,4.05 ms,17.4 ms,20.2 ms
2024-08-10 18:24:25,35.6 ms,29.8 ms,40.9 ms,6.07 ms,21.7 ms,30.4 ms,29.6 ms,22.9 ms,3.36 ms,33.2 ms,4.23 ms,9.73 ms,74.3 ms,61.8 ms,47.8 ms,2.91 ms,78.4 ms,3.23 ms,14.6 ms,18.8 ms,3.99 ms,17.4 ms,20.2 ms
2024-08-10 18:24:30,35.9 ms,29.8 ms,40.9 ms,6.07 ms,21.7 ms,30.4 ms,29.6 ms,22.9 ms,3.38 ms,33.2 ms,4.25 ms,9.76 ms,74.4 ms,61.9 ms,47.9 ms,2.90 ms,78.9 ms,3.21 ms,14.5 ms,18.8 ms,3.98 ms,17.5 ms,20.3 ms
2024-08-10 18:24:35,35.9 ms,30.0 ms,41.1 ms,6.07 ms,21.8 ms,30.5 ms,29.6 ms,22.8 ms,3.38 ms,33.1 ms,4.30 ms,9.75 ms,74.9 ms,62.5 ms,47.9 ms,2.90 ms,78.9 ms,3.21 ms,14.5 ms,18.8 ms,3.98 ms,17.5 ms,20.3 ms
2024-08-10 18:24:40,36.3 ms,30.1 ms,41.2 ms,6.07 ms,21.7 ms,30.4 ms,29.7 ms,22.9 ms,3.38 ms,33.1 ms,4.30 ms,9.77 ms,75.1 ms,62.6 ms,47.9 ms,2.89 ms,79.3 ms,3.17 ms,14.5 ms,18.5 ms,3.95 ms,17.4 ms,20.2 ms
2024-08-10 18:24:45,36.5 ms,30.1 ms,41.2 ms,6.07 ms,21.7 ms,30.4 ms,29.7 ms,22.9 ms,3.45 ms,33.2 ms,4.37 ms,9.87 ms,75.3 ms,62.9 ms,48.1 ms,2.89 ms,79.7 ms,3.17 ms,14.4 ms,18.4 ms,3.93 ms,17.4 ms,20.2 ms
2024-08-10 18:24:50,36.5 ms,30.2 ms,41.3 ms,6.07 ms,21.7 ms,30.5 ms,29.8 ms,23.0 ms,3.53 ms,33.4 ms,4.50 ms,10.1 ms,75.4 ms,63.0 ms,48.5 ms,2.89 ms,79.7 ms,3.17 ms,14.4 ms,18.4 ms,3.93 ms,17.4 ms,20.2 ms
2024-08-10 18:24:55,37.1 ms,30.5 ms,41.5 ms,6.07 ms,21.9 ms,30.6 ms,29.9 ms,22.6 ms,3.55 ms,33.6 ms,4.52 ms,10.2 ms,76.6 ms,63.8 ms,48.5 ms,2.90 ms,80.5 ms,3.17 ms,14.6 ms,18.4 ms,3.87 ms,17.5 ms,20.3 ms
2024-08-10 18:25:00,37.5 ms,30.5 ms,41.5 ms,6.07 ms,21.9 ms,30.6 ms,29.9 ms,22.6 ms,3.58 ms,33.6 ms,4.57 ms,10.2 ms,77.1 ms,65.3 ms,48.7 ms,2.97 ms,81.4 ms,3.17 ms,14.9 ms,18.5 ms,3.91 ms,17.8 ms,20.4 ms
2024-08-10 18:25:05,37.5 ms,30.9 ms,41.9 ms,6.07 ms,21.9 ms,30.6 ms,29.9 ms,22.6 ms,3.61 ms,33.7 ms,4.58 ms,10.2 ms,77.9 ms,66.1 ms,48.8 ms,2.97 ms,81.4 ms,3.17 ms,14.9 ms,18.5 ms,3.91 ms,17.8 ms,20.4 ms
2024-08-10 18:25:10,37.4 ms,30.9 ms,42.0 ms,6.07 ms,22.0 ms,30.5 ms,29.8 ms,22.5 ms,3.63 ms,33.6 ms,4.63 ms,10.4 ms,78.3 ms,66.0 ms,49.0 ms,2.96 ms,81.8 ms,3.19 ms,15.0 ms,18.6 ms,3.97 ms,17.7 ms,20.4 ms
2024-08-10 18:25:15,37.1 ms,30.9 ms,42.0 ms,6.07 ms,22.0 ms,30.5 ms,29.8 ms,22.5 ms,3.64 ms,33.6 ms,4.66 ms,10.5 ms,78.3 ms,65.1 ms,49.0 ms,2.98 ms,82.4 ms,3.23 ms,15.0 ms,18.5 ms,3.99 ms,17.8 ms,20.5 ms
2024-08-10 18:25:20,37.1 ms,30.8 ms,42.1 ms,6.07 ms,21.9 ms,30.6 ms,30.0 ms,22.9 ms,3.67 ms,33.4 ms,4.70 ms,10.7 ms,78.0 ms,65.5 ms,49.1 ms,2.98 ms,82.4 ms,3.23 ms,15.0 ms,18.5 ms,3.99 ms,17.8 ms,20.5 ms
2024-08-10 18:25:25,37.0 ms,30.8 ms,42.2 ms,6.07 ms,21.9 ms,30.7 ms,30.0 ms,23.1 ms,3.73 ms,33.6 ms,4.71 ms,10.8 ms,77.8 ms,65.7 ms,49.3 ms,2.97 ms,82.8 ms,3.23 ms,15.1 ms,18.5 ms,3.97 ms,17.8 ms,20.4 ms
2024-08-10 18:25:30,37.3 ms,30.8 ms,42.2 ms,6.07 ms,21.9 ms,30.7 ms,30.0 ms,23.1 ms,3.73 ms,33.7 ms,4.72 ms,10.8 ms,77.9 ms,65.4 ms,49.3 ms,2.97 ms,83.5 ms,3.21 ms,15.0 ms,18.5 ms,4.01 ms,17.8 ms,20.4 ms
